width_cm,length_cm,height_cm,num_computers,hours_per_day,lighting_type,has_ac,climate_factor,monthly_kwh,sustainability_score
475,970,339,7,8.974192777801507,Fluorescent,0,Hot,411.16282125430735,79.73523742065656
1125,956,288,27,6.151039068871369,Fluorescent,1,Warm,1141.5094598176458,84.62933609808329
444,900,344,6,10.38266894809017,Other,0,Cool,394.03501258330226,94.26701392405047
1019,517,281,37,8.142759444039669,Other,1,Warm,1709.7749251741943,73.9007493042587
898,1473,269,38,10.230694849362461,Other,0,Cool,2014.0374383914043,88.67948534079676
939,510,337,23,8.028085996468715,LED,1,Cool,937.8882069961772,93.37707590747003
762,1008,268,37,9.14733200116173,LED,0,Cool,1755.1164109469385,87.94759553000782
418,694,333,5,6.444005653272218,Other,1,Warm,266.3553298450377,91.485433204704
492,1443,336,33,9.269146783009942,Fluorescent,0,Hot,1419.7704193860368,73.0964251290117
681,516,330,17,8.702312478256312,LED,1,Warm,790.6747023438631,88.36305509171103
502,1320,324,21,14.28770682833009,Fluorescent,1,Cool,1688.769031026534,79.26822982083512
650,1264,262,19,14.62743717090128,Other,0,Hot,1594.9442413003915,75.18117468335484
543,524,313,32,12.367305028646284,Fluorescent,1,Warm,1862.8103126070823,50.16659885491282
492,1004,345,20,6.441237701633094,Other,1,Cool,672.4200644275777,92.10862377721847
598,1217,288,23,13.84718509211904,LED,0,Hot,1530.9955499402706,80.39102741643347
828,1282,262,15,4.90839672771745,LED,1,Hot,1061.934832329938,87.36325641747365
834,883,307,6,4.803683344303258,Fluorescent,0,Warm,256.25891863699235,89.73304001053538
933,1017,335,19,4.798776734970675,Fluorescent,1,Cool,618.6676425244235,91.10739806533843
732,1056,338,24,15.966188246835404,Other,1,Hot,2463.720788920555,71.14051695199954
1034,1245,326,23,4.840042145596789,Fluorescent,0,Cool,758.4731178902256,91.3853795746157
973,1143,319,15,11.880753816659295,LED,0,Warm,1074.645806700195,95.94177232829887
1018,595,289,6,11.940211460798277,LED,1,Cool,462.5059195889173,99.7157335894475
523,981,320,19,4.58389196394056,Other,1,Hot,742.6156344047882,80.95364952251492
535,700,317,36,10.216096796855497,Fluorescent,0,Hot,1806.0451419257183,54.573814222526465
1103,543,288,11,11.949807363299298,Other,1,Warm,867.976929205461,86.93600649838827
619,1401,288,21,7.09877223599392,LED,0,Warm,715.0337605211605,96.27421190513424
889,984,345,16,9.687054641393232,Other,0,Cool,990.4693840812974,93.43620366594355
668,766,313,20,6.4270501662944195,LED,0,Cool,593.5625520496202,97.58780357956724
785,1105,335,14,10.084715760864619,Fluorescent,0,Warm,862.5423792246434,86.06345592801722
606,835,340,30,12.353873741655104,Other,1,Warm,2051.320909771879,73.15344837672495
1057,817,321,7,15.268821753403499,Other,0,Hot,780.6408890276531,84.36778513104794
621,560,260,34,7.234142347507271,LED,0,Warm,1178.738134569298,75.92679888496713
1180,1422,266,26,4.757683515128695,Fluorescent,1,Hot,1681.0988836041374,77.46713793528671
836,1474,338,8,9.538275131063282,Fluorescent,1,Hot,1411.7355992149492,78.22104266284487
560,1039,267,5,9.5678815775731,LED,0,Warm,310.97735016901424,97.99646233788336
933,569,280,36,6.920760198622366,Other,0,Warm,1176.8073681387916,81.16626277786176
1089,1187,265,29,14.77503024349199,Fluorescent,1,Cool,2587.2928718493085,79.89394314171315
1098,1003,288,11,15.953892081985346,Other,0,Cool,1231.6902687791812,92.23331404302587
730,1492,313,31,15.986711344399488,Fluorescent,0,Cool,2796.019931544235,78.59658631000427
698,1456,290,31,13.679980636321798,Other,0,Warm,2128.0530783452127,82.55898709173117
858,1198,280,15,4.164382604906974,LED,0,Warm,369.0458968541748,99.4354673091643
907,803,294,26,4.17257735286502,Other,0,Warm,611.5163197222279,91.28826717327004
755,1427,314,19,10.139628614740925,Other,1,Cool,1273.0858053685952,92.47360341401891
841,854,262,20,8.977781432667367,Fluorescent,0,Hot,918.7021085053541,75.23551031489589
467,1072,288,23,9.307525665413623,Other,1,Cool,1023.6857800520735,85.79986371380637
473,1072,302,29,6.746505549801988,Other,1,Hot,1279.8264146196768,73.28454525733281
1021,1493,314,32,10.33212959466034,Other,0,Hot,1880.6702819050388,82.14172071397459
714,1400,310,25,15.773414894415229,Other,0,Hot,2273.3171836295446,75.32756855239164
867,1177,284,18,4.640175963866772,Other,0,Cool,537.1594696095293,96.29302777841707
588,1413,286,22,5.320759410413382,Other,1,Hot,1106.115498025707,80.6901013755083
742,924,318,29,11.783667481225788,LED,0,Cool,1713.0673759898727,89.28546829380002
857,1417,342,5,11.63128392192053,LED,1,Hot,1061.2344038446429,89.88948651909732
805,1225,306,21,14.048404957241807,LED,1,Hot,2106.501056677586,81.03830065904566
1053,933,279,37,11.316369101831391,Other,0,Warm,2242.0446756039187,80.64087617470338
517,1031,297,7,11.66838590697905,Other,1,Hot,824.7653500886169,79.58031127602885
489,593,272,17,11.013997546369483,Fluorescent,1,Cool,977.0316067625913,70.22542845785053
837,1037,334,12,5.1389012952081545,Other,1,Warm,642.5901773633589,92.56684009056396
549,1159,267,33,9.08002172983837,Fluorescent,0,Hot,1536.5478767706668,66.91122941645288
1027,938,275,11,10.01890839901538,LED,0,Warm,616.4162172337918,97.34630329252239
638,1451,307,31,12.849113029248127,Fluorescent,1,Warm,2477.6414382453077,74.56419573532324
578,711,296,21,11.471566403183896,LED,1,Hot,1333.2208195373555,73.07987974280144
1030,1324,267,19,14.168655166856485,LED,1,Hot,2217.250184766685,82.82109552090617
1142,808,271,21,14.230569054951646,Fluorescent,1,Warm,1912.6792548408687,76.70232649656435
749,1424,278,15,13.472913062963027,LED,1,Hot,1599.4005557844218,84.2117591070932
1162,775,309,28,5.211737281813133,Other,0,Warm,774.5097864649362,91.43339256384
963,1282,343,7,15.823645987447426,LED,1,Cool,889.0613284169015,100.0
492,1361,315,14,7.077556732201192,Fluorescent,1,Cool,589.9819272462935,89.40583950348983
448,919,272,36,15.70447932575705,LED,0,Cool,2753.499923637213,55.82406398666863
589,952,323,14,10.066105124678367,Fluorescent,1,Hot,1189.2913690723617,71.86701351630362
637,1419,303,27,4.987267891324743,Fluorescent,0,Cool,696.1803247326072,89.9162137218241
838,605,312,38,9.501177089577256,Fluorescent,1,Cool,1764.1958381896989,72.69394331110436
488,1187,277,16,13.324591427821073,LED,1,Hot,1359.2052149065312,78.05799842503646
902,1178,272,21,13.181923945801195,Fluorescent,1,Warm,1998.3030006156102,78.1716423263421
439,1159,349,31,10.273121698742438,Fluorescent,0,Cool,1757.3140771047767,75.20725632004509
827,537,342,11,5.404140698295354,Fluorescent,1,Cool,366.73561435224434,90.1707778772071
447,517,275,8,8.993744411687281,LED,1,Cool,385.8825656836403,92.85620595711195
628,889,342,17,10.951773599943255,LED,1,Warm,1065.205083036623,90.84227341347854
669,1106,313,8,15.642824132978522,Other,1,Warm,1023.3585452941325,88.16244288079268
586,985,322,32,5.983627433655535,Other,0,Cool,952.8161795019015,89.74703675237629
850,911,262,38,14.838289346013148,Fluorescent,0,Warm,3081.166759515626,61.625677093217064
646,571,321,10,8.494578920554975,Other,1,Warm,597.1165811852522,86.9140811819218
1010,1405,262,16,10.681418931138255,Fluorescent,0,Warm,1248.3574053998566,85.28462996881929
1101,807,348,35,6.618490414626066,LED,0,Warm,1157.0952348620483,94.51556530882739
1161,1095,281,8,4.007840689135595,Other,1,Cool,409.603845795881,97.70680301321418
675,999,336,21,5.824582809093902,Fluorescent,1,Hot,1055.3721333223816,75.68405148250207
880,1396,274,17,5.125318315084198,Fluorescent,0,Cool,638.6349209543424,91.20541745401627
508,778,305,12,6.490491234468442,LED,1,Warm,483.15707084244264,93.98367738929967
873,610,318,17,9.616828650811481,Fluorescent,1,Cool,994.565134189885,83.25394507328214
671,1386,261,22,10.155065977297188,LED,1,Hot,1632.2509834985515,81.55097884138767
685,1370,272,36,8.509660190153035,LED,0,Cool,1482.1402898691993,93.3871379757203
570,1480,280,21,10.126969089514718,LED,1,Warm,1406.8782194802006,90.0878021110191
1027,642,332,14,13.282632902378646,Other,1,Cool,1103.126202225463,89.92113470923194
816,1324,311,13,14.070164739763584,Other,0,Warm,1133.9057222087745,90.25054960684234
400,543,334,38,6.5860091064106125,Other,1,Cool,1148.4364256419742,68.33855974123647
636,1473,316,12,7.37259700200267,Fluorescent,1,Hot,997.4839937682094,78.26110040052602
589,767,324,15,10.82157878209528,Fluorescent,1,Hot,1056.2442344461213,70.5675959771909
905,1232,344,25,14.020791345460239,Other,1,Warm,2287.369041976581,85.07252527373711
967,889,345,12,13.30292862201939,LED,1,Warm,1057.7006505811985,94.86743994520671
548,614,325,23,11.645136409893311,Other,0,Warm,1221.0464182207581,74.66788379289974
672,505,278,32,14.17731082018756,Other,1,Hot,2236.2036805644534,42.593716810898094
698,1175,317,17,4.123413951228304,Other,0,Hot,454.2509496485644,86.50559459752158
687,1476,319,23,7.742553229164702,Fluorescent,1,Hot,1536.6030803577646,75.49924940537103
1195,1396,301,22,15.900352880469422,Other,0,Hot,2185.3681749853213,81.29568116275635
1008,946,335,12,15.26795706503173,LED,1,Cool,1023.7030228783483,98.59074566461994
536,866,275,16,7.275399936777854,Other,1,Cool,625.8548562664834,90.19408224049054
774,1153,284,38,6.272721014618153,Other,0,Cool,1222.9354135387455,90.34960901669407
759,509,342,7,7.531200839645372,Other,0,Cool,318.1957479923151,95.18342082849092
594,1453,286,20,13.410474092383202,LED,1,Warm,1675.5645898243176,88.4239609980554
955,781,306,38,14.273589988164922,Fluorescent,0,Warm,2744.42363649186,67.95054080372768
833,1351,271,27,7.540868191171713,Other,0,Warm,1084.7022442995944,89.88670380238803
645,1100,325,34,15.28264966685542,Other,1,Hot,2933.6547753955583,64.55495397282543
548,1484,343,26,6.08011663570337,Other,0,Hot,787.2874831046952,84.35511936430983
1164,642,311,19,9.20612707426293,LED,0,Hot,888.6204215800491,87.35288030603293
1188,1483,264,10,14.828956399433242,Fluorescent,1,Hot,2554.2481583752883,74.01673237421619
490,1029,280,32,14.476232728356592,Fluorescent,1,Cool,2235.0452579912762,63.33738127833249
1062,691,326,14,7.921536470293328,Fluorescent,1,Hot,1063.1629147887331,76.1118852970128
636,1192,314,33,6.715303009799198,Fluorescent,1,Hot,1566.611455181965,71.8378064032926
970,1251,261,5,12.396462473193715,Fluorescent,0,Cool,766.2993142885832,90.16096368526014
507,1343,298,30,13.473907581088628,Fluorescent,1,Cool,2169.022222505636,73.62068623162708
844,1392,313,32,15.802806478163957,Fluorescent,1,Hot,3136.2805832374816,67.94236231215933
646,1042,311,29,12.304135071359855,LED,1,Warm,1810.1060363750582,84.70687875693685
838,777,299,5,7.034297419001334,Fluorescent,1,Hot,586.9090748430804,78.9707319172438
804,834,340,26,9.728204777468816,Other,1,Warm,1530.5530242294597,83.57305038998248
607,507,321,21,7.9381537935713435,LED,1,Warm,795.277681751097,85.89921288970692
1173,662,273,12,13.700868866724292,Fluorescent,0,Warm,909.053967305174,83.4236792789762
908,1294,272,35,7.639430690191395,LED,1,Hot,1991.1027584934209,82.5395237767071
616,1429,285,9,7.741625643469224,LED,1,Warm,641.1027546122211,96.8890711206716
789,1209,318,22,7.985317399697495,Other,1,Hot,1434.8501722318008,80.53967348844706
798,518,322,39,4.921636579773058,Fluorescent,0,Cool,902.395868583106,81.44065936287417
1011,1174,291,28,11.341972241238658,Other,1,Hot,2228.980540891264,77.09303800503909
464,854,291,17,10.379932285173796,Other,1,Cool,884.0427516695015,84.66674271057681
527,897,296,19,8.743111785173893,LED,0,Cool,794.2701253669638,93.64718778753706
1131,1411,321,8,9.030194510825456,LED,0,Hot,531.7868956304426,92.92378188587276
683,1363,325,35,5.148748656932767,LED,0,Cool,855.4815344871524,99.34489445415261
1175,1082,316,20,8.838527598205873,Fluorescent,1,Hot,1717.7070448970962,76.44880357470556
857,729,277,9,13.371566363733223,Fluorescent,0,Hot,745.9735103261285,76.37884839726345
781,672,282,9,4.0967092401054375,LED,0,Hot,190.60185302857755,92.42434494906553
1033,993,263,33,14.980728790206669,LED,1,Hot,3107.5528904400912,71.96208316307646
823,1389,332,14,10.876506407428188,Fluorescent,1,Hot,1635.8743384115846,76.3793548080637
1023,875,322,7,13.941857606742893,LED,1,Warm,883.3554342023942,95.87048767988513
851,1348,300,23,8.149673180925099,Fluorescent,0,Cool,1184.916923202406,88.11383870722635
1125,1003,329,39,15.361074936306888,Other,0,Hot,3321.3944333930503,72.10626111052562
1178,1472,262,13,11.242345678013452,Other,0,Cool,1098.848187447,95.16258552248142
998,769,277,13,6.174199348600993,Fluorescent,0,Cool,470.79977502554334,90.57075613649269
446,1383,346,34,13.315485730191373,Fluorescent,1,Cool,2387.0919388908987,72.62999896250209
636,747,284,14,14.775575762173462,Other,1,Cool,1116.8857467558357,83.44448531487043
774,1138,300,29,11.94062419172748,LED,1,Hot,2108.8300301273903,79.03874281059302
515,547,269,39,6.819931330416299,Other,0,Warm,1175.975504305477,65.96287854433193
975,757,335,22,4.607469667228889,Fluorescent,1,Hot,943.3635713988845,77.36931027092858
730,1283,277,39,4.343829130931854,Other,1,Cool,944.7104418345879,92.71718252333856
763,990,306,16,8.369353300125994,Other,1,Warm,937.0629873510269,88.891927547336
1157,1141,349,31,12.513266375607698,LED,0,Warm,2040.5797333097287,93.14192946146393
974,1499,271,17,13.98836247593194,LED,1,Hot,2135.9038962832155,84.20352898793995
416,562,340,25,5.051095568871357,Fluorescent,0,Cool,614.657612034433,79.53483005420523
1012,1425,282,20,7.983979530853182,Other,1,Warm,1307.2033120892017,90.5712187256016
470,679,296,33,8.012814147864983,Other,0,Cool,1293.3876360607326,72.61584417303605
1186,960,280,31,14.929632051637759,Other,1,Warm,2436.3401695375883,81.71540385889953
684,1159,284,10,8.158705117798572,Other,1,Cool,541.7349681127963,95.18763025860437
545,1464,313,34,8.702926755326908,Fluorescent,0,Cool,1521.085633593106,82.8184726778911
870,533,272,33,8.137811292954037,LED,1,Warm,1289.3633271367391,81.55486683587836
1142,1414,297,10,14.501416534696563,LED,0,Warm,948.9340733137967,98.0427446576123
734,940,279,13,10.546985461504796,Fluorescent,0,Warm,854.8475763304114,83.11841321921305
677,1453,327,33,15.877076960912015,Fluorescent,1,Warm,3381.049489170503,70.97773590358365
